scenario_name,scenario_label,info_set_name,info_set_label,mean_cumulative_loss,std_cumulative_loss,ci_lower,ci_upper,mean_cumulative_inflation_loss,mean_cumulative_output_gap_loss,mean_cumulative_rate_change_loss,mean_policy_rate_volatility,num_test_trajectories
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,0.0006308973786771961,0.0002340259424909634,0.0005691912654488924,0.0006970849108435365,1.538690826743855e-05,0.0006155104704097576,0.0,0.0,50
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,0.0005158715090662195,0.0001776564668586993,0.00046901747107073403,0.0005658199615157826,1.2243971397524333e-05,0.0005035909784128173,3.6559255877745656e-08,0.0001985199014920238,50
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_regime,Среднее и вероятность режима,0.0005158715090662195,0.0001776564668586993,0.00046901747107073403,0.0005658199615157826,1.2243971397524333e-05,0.0005035909784128173,3.6559255877745656e-08,0.0001985199014920238,50
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",0.0005158715090662195,0.0001776564668586993,0.00046901747107073403,0.0005658199615157826,1.2243971397524333e-05,0.0005035909784128173,3.6559255877745656e-08,0.0001985199014920238,50
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,0.0005158715090662195,0.0001776564668586993,0.00046901747107073403,0.0005658199615157826,1.2243971397524333e-05,0.0005035909784128173,3.6559255877745656e-08,0.0001985199014920238,50
macro_core_strong_gap,Базовый макроэкономический набор × высокая разделимость режимов,observed_information,Наблюдаемые переменные,0.0007385905780910342,0.0002746120638354775,0.0006659313260443874,0.0008162538703224969,1.8822836988806585e-05,0.0007197511939641034,1.6547138124245734e-08,0.00016637033086491876,50
macro_core_strong_gap,Базовый макроэкономический набор × высокая разделимость режимов,posterior_mean,Апостериорное среднее,0.000731882554509842,0.0002506511288057345,0.0006638644102810427,0.0008025228290566275,1.805424107512695e-05,0.0007138278046712308,5.087634841357891e-10,4.757285410570406e-05,50
macro_core_strong_gap,Базовый макроэкономический набор × высокая разделимость режимов,posterior_regime,Среднее и вероятность режима,0.000731882554509842,0.0002506511288057345,0.0006638644102810427,0.0008025228290566275,1.805424107512695e-05,0.0007138278046712308,5.087634841357891e-10,4.757285410570406e-05,50
macro_core_strong_gap,Базовый макроэкономический набор × высокая разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",0.000731882554509842,0.0002506511288057345,0.0006638644102810427,0.0008025228290566275,1.805424107512695e-05,0.0007138278046712308,5.087634841357891e-10,4.757285410570406e-05,50
macro_core_strong_gap,Базовый макроэкономический набор × высокая разделимость режимов,posterior_distribution,Распределительно расширенное состояние,0.0006891263481721452,0.000225997507336622,0.0006286823374706239,0.0007537794989539383,1.7910260715016165e-05,0.0006711696257144577,4.646174267124766e-08,0.00023329155190200776,50
thin_information_moderate_gap,Ограниченный информационный набор × умеренная разделимость режимов,observed_information,Наблюдаемые переменные,0.0006308973786771961,0.0002340259424909634,0.0005691912654488924,0.0006970849108435365,1.538690826743855e-05,0.0006155104704097576,0.0,0.0,50
thin_information_moderate_gap,Ограниченный информационный набор × умеренная разделимость режимов,posterior_mean,Апостериорное среднее,0.0005562857599238856,0.00018518397485554943,0.0005070692741400312,0.0006084980159086067,1.308645415599714e-05,0.0005431721380641723,2.71677037162584e-08,0.0001712699410568972,50
thin_information_moderate_gap,Ограниченный информационный набор × умеренная разделимость режимов,posterior_regime,Среднее и вероятность режима,0.0005562857599238856,0.00018518397485554943,0.0005070692741400312,0.0006084980159086067,1.308645415599714e-05,0.0005431721380641723,2.71677037162584e-08,0.0001712699410568972,50
thin_information_moderate_gap,Ограниченный информационный набор × умеренная разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",0.0005562857599238856,0.00018518397485554943,0.0005070692741400312,0.0006084980159086067,1.308645415599714e-05,0.0005431721380641723,2.71677037162584e-08,0.0001712699410568972,50
thin_information_moderate_gap,Ограниченный информационный набор × умеренная разделимость режимов,posterior_distribution,Распределительно расширенное состояние,0.0005310840103410802,0.00016879124889875355,0.0004857619547058133,0.0005779225386901487,1.1973348065543771e-05,0.0005188848635200695,2.2579875546704344e-07,0.00028241202519533194,50
thin_information_strong_gap,Ограниченный информационный набор × высокая разделимость режимов,observed_information,Наблюдаемые переменные,0.0007385905780910342,0.0002746120638354775,0.0006659313260443874,0.0008162538703224969,1.8822836988806585e-05,0.0007197511939641034,1.6547138124245734e-08,0.00016637033086491876,50
thin_information_strong_gap,Ограниченный информационный набор × высокая разделимость режимов,posterior_mean,Апостериорное среднее,0.0007647100429128986,0.00029143685260266285,0.0006880292647946446,0.0008476566528247114,1.9709323930367858e-05,0.000744988084700619,1.2634281911744595e-08,0.00018580961565501064,50
thin_information_strong_gap,Ограниченный информационный набор × высокая разделимость режимов,posterior_regime,Среднее и вероятность режима,0.0007647100429128986,0.00029143685260266285,0.0006880292647946446,0.0008476566528247114,1.9709323930367858e-05,0.000744988084700619,1.2634281911744595e-08,0.00018580961565501064,50
thin_information_strong_gap,Ограниченный информационный набор × высокая разделимость режимов,posterior_uncertainty,"Среднее, вероятность режима и неопределённость",0.0007647100429128986,0.00029143685260266285,0.0006880292647946446,0.0008476566528247114,1.9709323930367858e-05,0.000744988084700619,1.2634281911744595e-08,0.00018580961565501064,50
thin_information_strong_gap,Ограниченный информационный набор × высокая разделимость режимов,posterior_distribution,Распределительно расширенное состояние,0.0007039407068832429,0.00024481948066222765,0.0006381437474841896,0.0007735216248156581,1.781897185823349e-05,0.0006860865046639081,3.5230361101182974e-08,0.00013517731866629628,50
